time,station,temperature,wind_dir,wind_speed,wind_impact,clouds,weather
Aktuálny stav počasia - 09.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,12.7 °C,S,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 17:00 LSEČ,Bratislava Ivanka,14.1 °C,PREM,1 m/s,,Takmer jasno,
Aktuálny stav počasia - 09.10.2021 - 17:00 LSEČ,Bratislava Koliba,13.2 °C,S,3 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,12.7 °C,S,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 17:00 LSEČ,Bratislava Ivanka,14.1 °C,PREM,1 m/s,,Takmer jasno,
Aktuálny stav počasia - 09.10.2021 - 17:00 LSEČ,Bratislava Koliba,13.2 °C,S,3 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,11.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 18:00 LSEČ,Bratislava Ivanka,11.6 °C,S,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 09.10.2021 - 18:00 LSEČ,Bratislava Koliba,10.7 °C,S,3 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,11.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 18:00 LSEČ,Bratislava Ivanka,11.6 °C,S,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 09.10.2021 - 18:00 LSEČ,Bratislava Koliba,10.7 °C,S,3 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,8.9 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 19:00 LSEČ,Bratislava Ivanka,10.0 °C,S,1 m/s,,Takmer jasno,
Aktuálny stav počasia - 09.10.2021 - 19:00 LSEČ,Bratislava Koliba,9.3 °C,S,4 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,8.9 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 19:00 LSEČ,Bratislava Ivanka,10.0 °C,S,1 m/s,,Takmer jasno,
Aktuálny stav počasia - 09.10.2021 - 19:00 LSEČ,Bratislava Koliba,9.3 °C,S,4 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,8.9 °C,SV,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 20:00 LSEČ,Bratislava Ivanka,9.2 °C,S,1 m/s,,Jasno,
Aktuálny stav počasia - 09.10.2021 - 20:00 LSEČ,Bratislava Koliba,9.2 °C,S,3 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,8.9 °C,SV,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 20:00 LSEČ,Bratislava Ivanka,9.2 °C,S,1 m/s,,Jasno,
Aktuálny stav počasia - 09.10.2021 - 20:00 LSEČ,Bratislava Koliba,9.2 °C,S,3 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,8.4 °C,V,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 21:00 LSEČ,Bratislava Ivanka,7.4 °C,PREM,1 m/s,,Jasno,
Aktuálny stav počasia - 09.10.2021 - 21:00 LSEČ,Bratislava Koliba,8.5 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,8.4 °C,V,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 21:00 LSEČ,Bratislava Ivanka,7.4 °C,PREM,1 m/s,,Jasno,
Aktuálny stav počasia - 09.10.2021 - 21:00 LSEČ,Bratislava Koliba,8.5 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,6.6 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 22:00 LSEČ,Bratislava Ivanka,7.3 °C,SZ,3 m/s,,Jasno,
Aktuálny stav počasia - 09.10.2021 - 22:00 LSEČ,Bratislava Koliba,7.8 °C,S,2 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,6.6 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 22:00 LSEČ,Bratislava Ivanka,7.3 °C,SZ,3 m/s,,Jasno,
Aktuálny stav počasia - 09.10.2021 - 22:00 LSEČ,Bratislava Koliba,7.8 °C,S,2 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,6.0 °C,S,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 23:00 LSEČ,Bratislava Ivanka,6.6 °C,S,1 m/s,,Jasno,
Aktuálny stav počasia - 09.10.2021 - 23:00 LSEČ,Bratislava Koliba,7.6 °C,S,2 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,6.0 °C,S,1 m/s,,,
Aktuálny stav počasia - 09.10.2021 - 23:00 LSEČ,Bratislava Ivanka,6.6 °C,S,1 m/s,,Jasno,
Aktuálny stav počasia - 09.10.2021 - 23:00 LSEČ,Bratislava Koliba,7.6 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,6.0 °C,S,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 00:00 LSEČ,Bratislava Ivanka,5.5 °C,S,1 m/s,,Jasno,
Aktuálny stav počasia - 10.10.2021 - 00:00 LSEČ,Bratislava Koliba,7.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,6.0 °C,S,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 00:00 LSEČ,Bratislava Ivanka,5.5 °C,S,1 m/s,,Jasno,
Aktuálny stav počasia - 10.10.2021 - 00:00 LSEČ,Bratislava Koliba,7.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,5.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 01:00 LSEČ,Bratislava Ivanka,5.0 °C,S,1 m/s,,Jasno,
Aktuálny stav počasia - 10.10.2021 - 01:00 LSEČ,Bratislava Koliba,7.0 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,5.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 01:00 LSEČ,Bratislava Ivanka,5.0 °C,S,1 m/s,,Jasno,
Aktuálny stav počasia - 10.10.2021 - 01:00 LSEČ,Bratislava Koliba,7.0 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,4.8 °C,SV,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 02:00 LSEČ,Bratislava Ivanka,5.2 °C,S,2 m/s,,Jasno,
Aktuálny stav počasia - 10.10.2021 - 02:00 LSEČ,Bratislava Koliba,6.7 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,4.8 °C,SV,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 02:00 LSEČ,Bratislava Ivanka,5.2 °C,S,2 m/s,,Jasno,
Aktuálny stav počasia - 10.10.2021 - 02:00 LSEČ,Bratislava Koliba,6.7 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,4.1 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 03:00 LSEČ,Bratislava Ivanka,5.0 °C,S,1 m/s,,Takmer jasno,
Aktuálny stav počasia - 10.10.2021 - 03:00 LSEČ,Bratislava Koliba,6.6 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,4.1 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 03:00 LSEČ,Bratislava Ivanka,5.0 °C,S,1 m/s,,Takmer jasno,
Aktuálny stav počasia - 10.10.2021 - 03:00 LSEČ,Bratislava Koliba,6.6 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,3.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 04:00 LSEČ,Bratislava Ivanka,5.8 °C,S,1 m/s,,Polooblačno,
Aktuálny stav počasia - 10.10.2021 - 04:00 LSEČ,Bratislava Koliba,7.0 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,3.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 04:00 LSEČ,Bratislava Ivanka,5.8 °C,S,1 m/s,,Polooblačno,
Aktuálny stav počasia - 10.10.2021 - 04:00 LSEČ,Bratislava Koliba,7.0 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,3.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 05:00 LSEČ,Bratislava Ivanka,4.4 °C,SV,1 m/s,,Polooblačno,
Aktuálny stav počasia - 10.10.2021 - 05:00 LSEČ,Bratislava Koliba,6.9 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,3.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 05:00 LSEČ,Bratislava Ivanka,4.4 °C,SV,1 m/s,,Polooblačno,
Aktuálny stav počasia - 10.10.2021 - 05:00 LSEČ,Bratislava Koliba,6.9 °C,S,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,3.0 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 06:00 LSEČ,Bratislava Ivanka,4.3 °C,SV,2 m/s,,Oblačno,
Aktuálny stav počasia - 10.10.2021 - 06:00 LSEČ,Bratislava Koliba,6.6 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,3.0 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 06:00 LSEČ,Bratislava Ivanka,4.3 °C,SV,2 m/s,,Oblačno,
Aktuálny stav počasia - 10.10.2021 - 06:00 LSEČ,Bratislava Koliba,6.6 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,3.5 °C,Z,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 07:00 LSEČ,Bratislava Ivanka,4.9 °C,SV,2 m/s,,Oblačno,
Aktuálny stav počasia - 10.10.2021 - 07:00 LSEČ,Bratislava Koliba,6.9 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,3.5 °C,Z,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 07:00 LSEČ,Bratislava Ivanka,4.9 °C,SV,2 m/s,,Oblačno,
Aktuálny stav počasia - 10.10.2021 - 07:00 LSEČ,Bratislava Koliba,6.9 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,3.9 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 08:00 LSEČ,Bratislava Ivanka,5.9 °C,SV,3 m/s,,Oblačno,
Aktuálny stav počasia - 10.10.2021 - 08:00 LSEČ,Bratislava Koliba,7.2 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,3.9 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 08:00 LSEČ,Bratislava Ivanka,5.9 °C,SV,3 m/s,,Oblačno,
Aktuálny stav počasia - 10.10.2021 - 08:00 LSEČ,Bratislava Koliba,7.2 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,5.3 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 09:00 LSEČ,Bratislava Ivanka,6.6 °C,SV,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 09:00 LSEČ,Bratislava Koliba,6.8 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,5.3 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 09:00 LSEČ,Bratislava Ivanka,6.6 °C,SV,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 09:00 LSEČ,Bratislava Koliba,6.8 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,7.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 10:00 LSEČ,Bratislava Ivanka,8.1 °C,SV,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 10:00 LSEČ,Bratislava Koliba,8.1 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,7.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 10:00 LSEČ,Bratislava Ivanka,8.1 °C,SV,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 10:00 LSEČ,Bratislava Koliba,8.1 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,9.1 °C,JV,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 11:00 LSEČ,Bratislava Ivanka,9.6 °C,PREM,1 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 11:00 LSEČ,Bratislava Koliba,8.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,9.1 °C,JV,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 11:00 LSEČ,Bratislava Ivanka,9.6 °C,PREM,1 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 11:00 LSEČ,Bratislava Koliba,8.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,9.5 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 12:00 LSEČ,Bratislava Ivanka,9.5 °C,V,2 m/s,,Zamračené,
Aktuálny stav počasia - 10.10.2021 - 12:00 LSEČ,Bratislava Koliba,9.1 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,9.5 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 12:00 LSEČ,Bratislava Ivanka,9.5 °C,V,2 m/s,,Zamračené,
Aktuálny stav počasia - 10.10.2021 - 12:00 LSEČ,Bratislava Koliba,9.1 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,9.9 °C,V,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 13:00 LSEČ,Bratislava Ivanka,9.9 °C,SV,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 13:00 LSEČ,Bratislava Koliba,9.6 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,9.9 °C,V,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 13:00 LSEČ,Bratislava Ivanka,9.9 °C,SV,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 13:00 LSEČ,Bratislava Koliba,9.6 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,9.8 °C,S,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 14:00 LSEČ,Bratislava Ivanka,10.0 °C,BEZV,0 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 14:00 LSEČ,Bratislava Koliba,9.3 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,9.8 °C,S,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 14:00 LSEČ,Bratislava Ivanka,10.0 °C,BEZV,0 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 14:00 LSEČ,Bratislava Koliba,9.3 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 15:00 LSEČ,Bratislava Ivanka,10.7 °C,S,4 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 15:00 LSEČ,Bratislava Koliba,10.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 15:00 LSEČ,Bratislava Ivanka,10.7 °C,S,4 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 15:00 LSEČ,Bratislava Koliba,10.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,10.9 °C,S,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 16:00 LSEČ,Bratislava Ivanka,11.2 °C,S,2 m/s,,Zamračené,
Aktuálny stav počasia - 10.10.2021 - 16:00 LSEČ,Bratislava Koliba,10.4 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,10.9 °C,S,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 16:00 LSEČ,Bratislava Ivanka,11.2 °C,S,2 m/s,,Zamračené,
Aktuálny stav počasia - 10.10.2021 - 16:00 LSEČ,Bratislava Koliba,10.4 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,11.2 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 17:00 LSEČ,Bratislava Ivanka,11.6 °C,S,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 17:00 LSEČ,Bratislava Koliba,10.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,11.2 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 17:00 LSEČ,Bratislava Ivanka,11.6 °C,S,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 17:00 LSEČ,Bratislava Koliba,10.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,10.2 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 18:00 LSEČ,Bratislava Ivanka,11.3 °C,S,1 m/s,,Zamračené,
Aktuálny stav počasia - 10.10.2021 - 18:00 LSEČ,Bratislava Koliba,9.6 °C,SZ,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,10.2 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 18:00 LSEČ,Bratislava Ivanka,11.3 °C,S,1 m/s,,Zamračené,
Aktuálny stav počasia - 10.10.2021 - 18:00 LSEČ,Bratislava Koliba,9.6 °C,SZ,2 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,9.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 19:00 LSEČ,Bratislava Ivanka,10.7 °C,SZ,1 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 19:00 LSEČ,Bratislava Koliba,9.1 °C,SZ,3 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,9.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 19:00 LSEČ,Bratislava Ivanka,10.7 °C,SZ,1 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 19:00 LSEČ,Bratislava Koliba,9.1 °C,SZ,3 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,9.5 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 20:00 LSEČ,Bratislava Ivanka,10.4 °C,Z,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 20:00 LSEČ,Bratislava Koliba,9.2 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,9.5 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 20:00 LSEČ,Bratislava Ivanka,10.4 °C,Z,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 20:00 LSEČ,Bratislava Koliba,9.2 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,9.4 °C,Z,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 21:00 LSEČ,Bratislava Ivanka,10.5 °C,SZ,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 21:00 LSEČ,Bratislava Koliba,9.2 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,9.4 °C,Z,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 21:00 LSEČ,Bratislava Ivanka,10.5 °C,SZ,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 21:00 LSEČ,Bratislava Koliba,9.2 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,9.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava Ivanka,10.2 °C,Z,1 m/s,,Takmer zamračené,Po daždi
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava Koliba,9.0 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,9.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava Ivanka,10.2 °C,Z,1 m/s,,Takmer zamračené,Po daždi
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava Koliba,9.0 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,9.0 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava Ivanka,10.2 °C,Z,1 m/s,,Takmer zamračené,Po daždi
Aktuálny stav počasia - 10.10.2021 - 22:00 LSEČ,Bratislava Koliba,9.0 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,8.8 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 10.10.2021 - 23:00 LSEČ,Bratislava Ivanka,10.3 °C,Z,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 10.10.2021 - 23:00 LSEČ,Bratislava Koliba,8.9 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,8.7 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 00:00 LSEČ,Bratislava Ivanka,10.6 °C,Z,4 m/s,,Takmer zamračené,
Aktuálny stav počasia - 11.10.2021 - 00:00 LSEČ,Bratislava Koliba,9.1 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,8.7 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 00:00 LSEČ,Bratislava Ivanka,10.6 °C,Z,4 m/s,,Takmer zamračené,
Aktuálny stav počasia - 11.10.2021 - 00:00 LSEČ,Bratislava Koliba,9.1 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,8.5 °C,Z,1 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 01:00 LSEČ,Bratislava Ivanka,10.4 °C,SZ,4 m/s,,Zamračené,
Aktuálny stav počasia - 11.10.2021 - 01:00 LSEČ,Bratislava Koliba,8.7 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,8.5 °C,Z,1 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 01:00 LSEČ,Bratislava Ivanka,10.4 °C,SZ,4 m/s,,Zamračené,
Aktuálny stav počasia - 11.10.2021 - 01:00 LSEČ,Bratislava Koliba,8.7 °C,SZ,4 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,8.4 °C,Z,1 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 02:00 LSEČ,Bratislava Ivanka,10.3 °C,PREM,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 11.10.2021 - 02:00 LSEČ,Bratislava Koliba,8.5 °C,SZ,5 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,8.4 °C,Z,1 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 02:00 LSEČ,Bratislava Ivanka,10.3 °C,PREM,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 11.10.2021 - 02:00 LSEČ,Bratislava Koliba,8.5 °C,SZ,5 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,8.4 °C,Z,1 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 03:00 LSEČ,Bratislava Ivanka,10.3 °C,SZ,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 11.10.2021 - 03:00 LSEČ,Bratislava Koliba,8.6 °C,SZ,5 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,8.4 °C,Z,1 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 03:00 LSEČ,Bratislava Ivanka,10.3 °C,SZ,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 11.10.2021 - 03:00 LSEČ,Bratislava Koliba,8.6 °C,SZ,5 m/s,,,
Aktuálny stav počasia - 11.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,8.3 °C,Z,1 m/s,,,
